alzheimers_disease	blood_pressure	bmi	bone_mineral_density	breast_cancer	celiac_disease	cholesterol	chronic_kidney_disease	colorectal_cancer	c-reactive_protein	fasting_plasma_glucose	height	hematological_parameters	hypertension	inflammatory_bowel_disease	mean_corpuscular_volume	mean_platelet_volume	menarche_age_at_onset	menopause_age_at_onset	metabolic_syndrome	metabolic_traits	metabolite_levels	multiple_sclerosis	myocardial_infarction	parkinsons_disease	phospholipid_levels_plasma	platelet_counts	primary_biliary_cirrhosis	prostate_cancer	psoriasis	pulmonary_function	qt_interval	rheumatoid_arthritis	triglycerides	type_1_diabetes	type_2_diabetes	ventricular_conduction	vitiligo
wgEncodeUwTfbsHeeCtcfStdHotspotsRep2	-1.0	-1.0	-1.0	-1.0	0.279858533339	-1.0	-0.622078020026	0.100026583019	-1.0	-1.0	-1.0	0.0892849509038	0.0280198131046	0.222805421701	0.180315027522	0.202851773991	-1.0	-1.0	-1.0	-1.0	0.484230271162	0.261298186261	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.141263188047	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.382249927907	-1.0
wgEncodeHaibMethyl450HuvecSitesRep1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
wgEncodeHaibTfbsK562Sp1Pcr1xPkRep2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
wgEncodeUwTfbsBjCtcfStdHotspotsRep1	0.0625982343037	0.599247796147	-0.635904374678	-1.0	0.430592069239	-1.0	-0.252190563902	0.235668287187	-1.0	-1.0	0.100305579217	0.296743094949	0.0745258449719	0.351029546826	-1.0	0.322186415573	-1.0	-1.0	0.478284031438	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.299785078355	-1.0	0.315780829115	-1.0	0.599247796147	0.40518541616	-1.0	0.616561106097	-1.0	0.562315826926	-1.0	-1.0
wgEncodeUwHistoneGm12865H3k04me3StdHotspotsRep2	0.581338116972	0.690605429686	-0.505039750415	-1.0	-0.61563172554	0.64486208362	-0.166970025103	-1.0	-1.0	0.581338116972	-0.61563172554	0.213966542433	1.0	0.198136666658	-0.219978754042	0.543017971939	-1.0	-0.161434567493	-1.0	0.352042756243	-0.715883127433	0.261849452393	0.0158389148724	0.12999348837	-1.0	-0.386579962616	-1.0	0.00527791710502	-0.718658898414	0.069732856188	-0.246741938047	-0.613120573484	0.0428695032982	-1.0	0.417641054437	0.666592995299	-1.0	-1.0
wgEncodeUwHistoneHpafH3k4me3StdHotspotsRep2	-1.0	0.377488025645	1.0	-1.0	-1.0	-0.617609014989	-1.0	-0.390496950823	0.594168417626	0.474019128111	-1.0	0.0185123693082	0.506975323091	0.474019128111	-0.573742509749	-1.0	-0.616657825214	-0.249476370975	1.0	0.274005531534	0.213551946996	0.166744993981	0.672083061459	0.180911461959	-1.0	-0.617609014989	0.672083061459	1.0	0.680808374451	0.53790535301	0.377488025645	-1.0	0.474019128111	0.640867664437	-0.390496950823	0.331049531142	-0.623962754192	-0.616657825214
wgEncodeCshlLongRnaSeqGm12878CellPapJunctions	1.0	1.0	-0.364665351788	-0.551315827867	1.0	1.0	-0.711419145817	-0.225371878875	-0.444916797057	-0.342546272928	-0.0134341321768	0.787586146275	1.0	1.0	1.0	1.0	1.0	-0.11003158702	-0.467987005743	1.0	-0.0850366220994	-0.395830534108	0.619834323619	0.618555950345	1.0	1.0	1.0	1.0	0.621367551313	-0.395830534108	-0.209998554001	1.0	1.0	1.0	1.0	1.0	-0.551315827867	-0.0202069709996
wgEncodeBroadHistoneHsmmtH3k09me3Pk	-0.303361441929	0.807102249502	-0.216128489972	0.000849733751602	-1.0	0.177050020734	-0.0853169346485	-0.467554801798	-0.373820458082	0.0271871818922	0.12237841429	-0.570049130244	-0.736343502023	-1.0	0.00448960358508	-0.457379897953	-0.377307475492	0.669656215663	-0.0834319719298	0.614796712306	-0.501095981125	-0.530468687418	-0.25971444574	0.816149460911	-0.457379897953	-0.265781040957	-0.501095981125	-0.377307475492	-1.0	-0.19770125403	-1.0	0.0955713507951	0.733110504796	0.627084534168	0.145200552414	0.186404396391	0.305838416344	0.135786682022
wgEncodeUwDnaseK562Znfe103c6HotspotsRep2	-1.0	-0.49777126498	-0.241467795138	-0.712329824711	-0.38122856705	0.426209728478	-1.0	0.72875396856	0.665170599173	0.313046098243	0.172288713316	0.449560052576	0.356620364993	0.0923476611501	0.392741414483	0.0702156488669	0.681918093492	-0.238160902044	0.681918093492	-1.0	1.0	0.63510898089	0.0199244983942	-0.506251608289	-0.608137663916	-0.709473280242	0.522386175038	-1.0	-1.0	-0.379633656337	-0.49777126498	-0.379633656337	0.313046098243	-1.0	-0.498181888349	-0.15298537518	-0.712329824711	0.681918093492
wgEncodeSunyAlbanyGeneStK562SlbpRbpAssocRna	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
wgEncodeHaibMethylRrbsBcpericardiumh12529nBiochainSitesRep2	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.232342007435	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.06575508852	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
wgEncodeHaibTfbsHct116Egr1V0422111PkRep2	-1.0	-1.0	-1.0	-1.0	-1.0	0.101103557967	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0605145788418	-1.0	-1.0	-1.0	-1.0	0.0896527586651	0.0306350121652	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.151215230811	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
wgEncodeHaibTfbsMcf7Tcf12V0422111PkRep2	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.00542898155987	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
wgEncodeAffyRnaChipTransfragsK562NucleusLongnonpolya	-1.0	0.727790431023	-1.0	-1.0	0.6579284869	-0.708963437578	0.235699528511	-0.500061358323	-1.0	-1.0	-1.0	0.363031522564	0.377598928896	-1.0	-0.295174939829	-1.0	-1.0	-0.23841641586	0.0884404620716	0.465839411497	-0.758190991285	-0.378651486488	0.024884784506	0.513138225274	-1.0	-0.708963437578	-0.758190991285	-1.0	-1.0	-1.0	-0.497097717171	-0.378651486488	-0.616572956753	0.166343441526	0.735953259267	-1.0	0.265307181442	0.40475607428
wgEncodeHaibTfbsGm12878Ebfsc137065Pcr1xPkRep2	-1.0	-1.0	-1.0	-1.0	-1.0	0.32082987118	-1.0	-1.0	-1.0	-1.0	-1.0	0.263492605323	-1.0	-1.0	0.637228326502	-1.0	0.288894099482	-1.0	-1.0	-1.0	-1.0	0.238319838807	0.448504405862	0.422263684765	-1.0	-1.0	0.111118865919	-1.0	-1.0	0.238319838807	-1.0	-1.0	0.0189883830701	0.394846867084	-1.0	-1.0	-1.0	-1.0
wgEncodeUwTfbsGm12864CtcfStdHotspotsRep3	0.0468342398815	0.54040823492	-1.0	0.504640962335	-1.0	-1.0	-1.0	0.184764797902	-1.0	-1.0	-1.0	0.389924128897	-1.0	0.0468342398815	0.469061819299	0.281528827986	-1.0	-0.619382213168	-1.0	-1.0	-1.0	-1.0	1.0	0.589425300278	-1.0	0.466193278898	0.0620090476878	-1.0	0.252145486086	-1.0	-1.0	-1.0	-1.0	0.184764797902	-1.0	-1.0	-1.0	-1.0
wgEncodeCshlShortRnaSeqMcf7CellTapContigsV2	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.143085869925	-1.0	-1.0	-1.0	-1.0	-1.0	0.063359588747	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
wgEncodeHaibTfbsA549Rad21V0422111PkRep1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-0.619258843966	0.0915042840016	0.0403039857396	-1.0	-1.0	-1.0	0.231570774088	-1.0	0.00988291489258	0.193653909844	-1.0	-1.0	-1.0	-1.0	-1.0	0.249889664041	0.46665489377	-1.0	-1.0	-1.0	0.46665489377	-1.0	0.129733560679	-1.0	-1.0	-1.0	-1.0	0.41169923281	-1.0	-1.0	-1.0	-1.0
wgEncodeUwTfbsAg10803CtcfStdHotspotsRep1	-1.0	0.397144916956	-1.0	-1.0	-1.0	-1.0	-0.619258843966	0.0915042840016	-1.0	-1.0	-1.0	0.720151971723	0.231570774088	0.212828597846	0.645672589789	0.193653909844	-1.0	-1.0	-1.0	-1.0	0.121795623512	-1.0	-1.0	0.439815167759	-1.0	-1.0	0.46665489377	-1.0	0.129733560679	-1.0	-1.0	-1.0	-1.0	0.41169923281	-1.0	-1.0	-1.0	0.302396110251
wgEncodeHaibMethyl450Helas3SitesRep1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
wgEncodeUwDnaseK562Znfa41c6PkRep1	-1.0	0.458922821439	-1.0	-1.0	-1.0	0.390997292447	-0.63576017995	0.126851312868	-1.0	0.252056825205	-1.0	-1.0	0.273614084629	-1.0	0.2402091904	-1.0	0.354047583309	0.573675741691	0.354047583309	-1.0	0.533678355602	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.354047583309	0.177079451063	-1.0	-1.0	-1.0	0.0303726367992	0.474735750418	-1.0	-1.0	0.425920243722	0.354047583309
wgEncodeBroadHistoneNhdfadH4k20me1Pk	-0.73652053745	-0.466973645674	-0.216112133913	-0.794365090171	-0.2042227876	-1.0	0.175133817707	-0.809307617253	0.544850949865	-0.301274066829	0.356228324136	0.760108037741	0.181586028366	-0.73652053745	-0.960724859376	-1.0	0.254335806811	-0.289038586234	0.254335806811	0.617360563614	-0.82316694463	-0.196530656583	0.377451080646	-1.0	-1.0	-0.178056618079	0.125526874449	-0.0821590817695	-0.382422008519	0.744064153957	-0.466973645674	-1.0	1.0	-0.809307617253	1.0	0.0064916952545	0.0064916952545	-0.378371089681
wgEncodeHaibTfbsGm12878Atf3Pcr1xPkRep2	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0537469174427	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0295005336965	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
wgEncodeBroadHistoneHepg2H4k20me1StdPk	-0.733839460908	1.0	-0.841731327492	-1.0	-1.0	1.0	0.886306211262	-0.810078308122	-0.370782644736	-0.297760490701	0.208658199794	0.294997982014	-0.736757887872	-0.297760490701	-0.0171286257173	-0.457557106533	-1.0	-0.527671803396	0.143241120461	0.138130543204	0.824728166342	-0.525701790445	-1.0	0.355551544135	0.716450305687	-0.790839903051	0.824728166342	-0.256088912019	0.829950460107	-1.0	0.624320907515	0.747657498538	1.0	0.469979886479	-0.346665641107	0.0708564103145	0.0345657734262	0.382789013256
wgEncodeBroadHistoneHelas3H3k27acStdPk	-0.61035562839	-0.7119032215	-0.759676162733	-0.243793311535	-1.0	-0.395650207417	-0.611081126519	-1.0	0.0380345364998	0.250184356684	-1.0	0.759435605068	-0.612748181549	0.00126714717748	0.0673171581285	0.600864291132	-1.0	-1.0	0.648570668653	0.398852655651	-0.501585230199	-1.0	0.305028224597	-0.720915678743	-1.0	-1.0	0.00867260571923	0.648570668653	-0.504332727502	0.325194907965	-0.7119032215	-1.0	0.250184356684	-0.71369696256	-0.71369696256	-1.0	-1.0	-1.0
wgEncodeHaibMethylRrbsH1hescHudsonalphagrowprotSitesRep1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0334158415842	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
wgEncodeCshlLongRnaSeqH1hescCytosolPamJunctions	-0.53739245709	-0.510135888764	-0.108217806455	-0.0353943241465	1.0	-0.808891804012	0.98320434255	0.520564988752	-1.0	-0.53739245709	1.0	0.180760698188	0.547414741372	-0.213567089151	-0.0269244279115	0.17845520894	0.299461054839	-0.372120211428	0.299461054839	1.0	0.322967263647	-0.569999467976	0.165165987591	0.303790625165	-0.0997934327824	-0.808891804012	0.0731596865062	0.0343232544892	0.514161467769	-0.569999467976	-0.826460979536	0.385878298619	-1.0	0.282932887571	-0.0292040503173	-0.490039250712	0.645616306099	-0.440943808403
wgEncodeCshlLongRnaSeqHwpCellTotalJunctions	1.0	1.0	-0.325279666726	-0.212828597846	1.0	1.0	1.0	1.0	1.0	-0.11771317083	-0.150508551203	1.0	1.0	1.0	-0.539800377354	1.0	1.0	-0.0468342398815	1.0	1.0	1.0	1.0	1.0	1.0	-0.106530828254	-0.192528419364	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
wgEncodeHaibGenotypeAg04449RegionsRep1	-0.397192307735	0.400000127296	-0.0519394169658	-0.761116202455	-0.265688391357	1.0	-0.093037601584	-1.0	-0.725288607408	-0.696976946712	1.0	-0.476994571191	0.229102604291	1.0	0.386210661876	-0.208238945321	0.49273404933	-0.213067685709	0.49273404933	-1.0	1.0	1.0	-0.797617547013	0.598750628567	1.0	0.750910338646	0.602044223287	-0.325147990405	0.202181755628	0.703858935547	1.0	-0.459692123568	-0.696976946712	0.781261898791	-0.572090549229	1.0	1.0	1.0
wgEncodeBroadHistoneH1hescJmjd2aa300861a1Pk	0.28879895654	-0.716341295529	-0.0663746525116	-1.0	-1.0	0.700465304681	-0.216696282198	0.280024941158	-1.0	0.28879895654	0.639612009824	0.0925130979247	-1.0	-1.0	0.273833899789	0.24713837412	0.66838423449	-0.352102368608	-1.0	0.431164847327	-1.0	0.37097289409	0.0487422305739	0.73439917337	0.24713837412	-0.241465527038	-0.511053466629	0.66838423449	-0.346990365665	-1.0	0.481738861125	-1.0	-1.0	-0.499254081167	-0.499254081167	-1.0	-1.0	0.66838423449
wgEncodeBroadHistoneA549H4k20me1Etoh02Pk	-0.747806215671	-0.368112134064	-0.197229086687	-0.816608884967	-1.0	-0.80455005993	-0.71679622903	0.191785474584	0.584943504498	-0.747806215671	-1.0	0.133011574013	-1.0	-0.214469309383	-0.611986857376	1.0	0.791701439975	-0.0327685089356	0.182596010375	0.400706960013	-1.0	-0.378187252805	-0.41720562885	0.749255316185	1.0	1.0	0.42965148183	0.791701439975	0.311384763052	1.0	0.825691543113	1.0	-1.0	-0.271293323232	-0.271293323232	0.155588751282	-0.816608884967	0.0143036888156
wgEncodeHaibMethylRrbsHek293UwSitesRep2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
wgEncodeUwHistoneGm12865H3k04me3StdHotspotsRep1	-1.0	0.648324539842	-0.715895235672	-1.0	-1.0	-1.0	-0.358754523235	-1.0	1.0	0.50789813839	-1.0	0.393285425365	0.541814933363	0.50789813839	-0.790240881051	0.471519640555	-0.615948300137	-0.714376442017	-1.0	0.297697897674	-1.0	0.194008201474	0.0265705036682	0.0736068732705	-1.0	-0.622036566701	0.695116319274	0.014949687024	-1.0	0.573433727172	-0.389598724467	-1.0	0.144113160049	-1.0	0.656857356416	0.375402985284	-0.633312426754	-1.0
wgEncodeSydhHistoneK562bH3k4me3bUcdPk	-1.0	0.328685346026	-1.0	-1.0	-1.0	-1.0	0.588182656073	-1.0	0.232409055846	0.171758285811	-1.0	0.416030706979	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.246910144212	0.0896527586651	-1.0	0.202621718902	0.390419127911	-1.0	-1.0	-1.0	0.390419127911	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.341480415669	-1.0	-1.0	-1.0	0.246910144212
wgEncodeUwDnaseNhaHotspotsRep1	-0.610244211284	0.463161355586	-0.760833165667	1.0	-1.0	-0.243195377951	-1.0	0.48161147102	0.00915168498138	-0.610244211284	-1.0	0.235754109366	-1.0	0.269445552126	0.375476622344	-0.609647092387	-1.0	-0.348659146801	-1.0	-1.0	-0.0988019012045	0.348156910333	-1.0	0.726989535952	-0.609647092387	-0.243195377951	0.740818659639	-1.0	0.342806270878	0.348156910333	0.0030844047181	-1.0	-0.610244211284	0.48161147102	-0.716743049214	-0.710902888394	0.42973711044	-0.386282760652
wgEncodeCshlLongRnaSeqNhekCytosolPamContigsV2	-1.0	0.269108120509	-1.0	0.613589396241	0.476946920147	-1.0	-0.7194226978	-0.619371370208	0.502606127838	-1.0	-1.0	-0.462289658698	0.421701497551	-1.0	0.523773042737	-1.0	-1.0	-0.391861037743	0.160569535646	-1.0	0.360588700369	0.449999667684	0.125443170086	-1.0	-1.0	0.572442200855	0.360588700369	-1.0	-0.635618776501	0.0169146291374	-1.0	-1.0	-1.0	-1.0	0.287541282699	0.0589294719226	0.613589396241	0.527037312994
wgEncodeHaibTfbsH1hescSix5Pcr1xPkRep2	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0368066546432	-1.0	-1.0	0.0295005336965	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
wgEncodeHaibMethylRrbsOvcar3UwSitesRep1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0334158415842	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
wgEncodeUwHistoneH7esH3k27me3StdDiffa5dHotspotsRep2	-1.0	-1.0	-0.258483671642	-0.631174623708	0.595940992823	-0.62086328775	-0.356428776766	0.653444229786	1.0	0.139798346151	0.595940992823	0.52465593732	0.163806782937	-1.0	0.0525165542153	0.465135314065	0.264797343768	0.43485221416	-0.615797321582	0.293009632638	0.690394215128	0.188492998678	0.690394215128	-1.0	-1.0	-0.62086328775	0.690394215128	-0.615797321582	0.416999455067	-1.0	-0.38954787888	-1.0	0.501283866057	-1.0	0.176868444095	0.366598135452	-1.0	-0.615797321582
wgEncodeCshlLongRnaSeqGm12878NucleolusTotalContigs	-0.525148094208	-0.828919425804	-0.208431312786	-0.0177021364772	-0.271318772507	0.808739794641	-0.853288728796	-0.825637480791	1.0	-0.199115281115	-0.0966956871239	0.0556147672893	0.762286488455	1.0	-0.544727693071	1.0	0.436515411031	-0.100192275642	0.064603446263	1.0	-0.782162902677	-0.154320884835	0.026114217985	0.533948229955	-0.738820555717	-0.625129997495	0.318735344125	0.191648442209	0.925955196939	0.242189771868	-0.181510625841	-0.154320884835	0.361325151651	-1.0	0.828788995886	0.251039065541	-0.642441984493	0.436515411031
wgEncodeHaibTfbsMcf7Foxm1sc502V0422111PkRep1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0343743482155	-1.0	-1.0	-1.0	-1.0	-1.0	0.143085869925	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
wgEncodeHaibTfbsSknshFoxm1sc502V0422111PkRep2	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0319389745666	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.063359588747	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
wgEncodeBroadHistoneNhaH2azPk	-0.698760714671	0.186124987915	-1.0	-0.778277107771	0.494251674648	0.771692510649	-0.357006554521	-1.0	0.0920780637058	-0.698760714671	0.0417785613994	0.209244554514	0.711637414838	0.00917257996949	0.869351667414	-0.217724043294	0.33765455489	-0.364813940437	-0.212822021903	0.29681974597	-0.628008053114	-1.0	0.811232563376	-1.0	1.0	-0.550013303246	-0.628008053114	-0.544078997638	-0.815336203303	-1.0	0.790028021811	-0.47870412459	-1.0	0.799128882647	0.598388201085	-0.778277107771	0.57911323074	-1.0
